date,meeting,motion_number,measure_type,measure_number,short_title,movant,motion_description,required_threshold,description,discussion,friendly,roll_call,Yvette Alexander,Marion Barry,Anita Bonds,Muriel Bowser,David Catania,Mary Cheh,Jack Evans,Jim Graham,David Grosso,Kenyan McDuffie,Phil Mendelson,Vincent Orange,Tommy Wells,passed
2013-07-10,Legislative Meeting,17,Bill,20-274,Drivers Safety Amendment Act of 2013,Mary Cheh,Amend,7,Amendment regarding Applicability Date,"["Mary Cheh"; "Marion Barry"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,18,Bill,20-274,Drivers Safety Amendment Act of 2013,Vincent Orange,Amend,7,Amendment regarding REAL ID compliance,"["Vincent Orange"; "David Grosso"; "David Catania"; "Yvette Alexander"; "Jim Graham"; "Vincent Orange"]",,,,,,,,,,,,,,,,WITHDRAWN
2013-07-10,Legislative Meeting,19,Bill,20-274,Drivers Safety Amendment Act of 2013,David Grosso,Close Debate,9,Close Debate on B20-274,"["David Grosso"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,20,Bill,20-274,Drivers Safety Amendment Act of 2013,Jim Graham,Amend,7,Amendment regarding SSNs,"["Jim Graham"]",TRUE,FALSE,,,,,,,,,,,,,,TRUE
2013-07-10,Legislative Meeting,21,Resolution,20-324,Sense of the Council on Fair and Lawful Federally Contracted Employment Resolution of 2013,Kenyan McDuffie,Main,7,Main Motion on Sense of the Council on Fair and Lawful Federally Contracted Employment Resolution of 2013,"["Kenyan McDuffie"; "Vincent Orange"; "Muriel Bowser"]",FALSE,TRUE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,22,Resolution,20-332,"Contract No. CFOPD-13-C-003, Instant Ticket Product and Services Approval Resolution of 2013",Jack Evans,Main,7,"Main Motion on Contract No. CFOPD-13-C-003, Instant Ticket Product and Services Approval Resolution of 2013","["Jack Evans"; "Marion Barry"; "David Grosso"; "Vincent Orange"; "David Catania"; "Jim Graham"; "Marion Barry"; "Kenyan McDuffie"; "Mary Cheh"; "Jack Evans"; "Phil Mendelson"]",FALSE,TRUE,N,N,N,P,Y,N,N,N,P,N,N,N,N,FALSE
2013-07-10,Legislative Meeting,23,Resolution,20-332,"Contract No. CFOPD-13-C-003, Instant Ticket Product and Services Approval Resolution of 2013",Kenyan McDuffie,Close Debate,9,Close Debate on PR20-332,"["Kenyan McDuffie"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,TRUE
2013-07-10,Legislative Meeting,24,Resolution,,Council Period 20 Recess Rules Amendment Resolution of 2013,Phil Mendelson,Main,7,Main Motion on Council Period 20 Recess Rules Amendment Resolution of 2013,"["Phil Mendelson"; "Marion Barry"; ",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,25,Resolution,,Council Period 20 Recess Rules Amendment Resolution of 2013,Marion Barry,Amend,7,Amendmentto authorize hearings; amended orally to ONLY authorize 2 roundtables on summer jobs and DOES from July 15 through Sept 15,"["Marion Barry"]",TRUE,FALSE,,,,,,,,,,,,,,TRUE
2013-07-10,Legislative Meeting,26,Resolution,20-362,"Mayor and Attorney General Reprimand, Censure and Expulsion Emergency Declaration Resolution of 2013",Vincent Orange,Main,9,"Main Motion on Mayor and Attorney General Reprimand, Censure and Expulsion Emergency Declaration Resolution of 2013","["Vincent Orange"]",,,,,,,,,,,,,,,,WITHDRAWN
2013-07-10,Legislative Meeting,27,Resolution,,Spring Place Real Property Limited Tax Abatement Assistance Emergency Declaration Resolution of 2013,Muriel Bowser,Main,9,Main Motion on Spring Place Real Property Limited Tax Abatement Assistance Emergency Declaration Resolution of 2013,"["Muriel Bowser"; "Phil Mendelson"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,28,Bill,,Spring Place Real Property Limited Tax Abatement Assistance Emergency Act of 2013,Muriel Bowser,Main,7,Main Motion on Spring Place Real Property Limited Tax Abatement Assistance Emergency Act of 2013,"["Muriel Bowser"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,29,Resolution,,New Issue Bond Program Recordation Tax Refund Emergency Declaration Resolution of 2013,Jack Evans,Main,9,Main Motion on New Issue Bond Program Recordation Tax Refund Emergency Declaration Resolution of 2013,"["Jack Evans"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,30,Bill,,New Issue Bond Program Recordation Tax Refund Emergency Act of 2013,Jack Evans,Main,7,Main Motion on New Issue Bond Program Recordation Tax Refund Emergency Act of 2013,"["Jack Evans"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,31,Resolution,,CCNV Task Force Emergency Declaration Resolution of 2013,Jim Graham,Main,9,Main Motion on CCNV Task Force Emergency Declaration Resolution of 2013,"["Jim Graham"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,32,Bill,,CCNV Task Force Emergency Act of 2013,Jim Graham,Main,7,Main Motion on CCNV Task Force Emergency Act of 2013,"["Jim Graham"; "David Grosso"; "Phil Mendelson"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,33,Resolution,,Attendance Accountability Emergency Declaration Resolution of 2013,David Catania,Main,9,Main Motion on Attendance Accountability Emergency Declaration Resolution of 2013,"["David Catania"; "David Grosso"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,34,Bill,,Attendance Accountability Emergency Amendment Act of 2013,David Catania,Main,7,Main Motion on Attendance Accountability Emergency Amendment Act of 2013,"["David Catania"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,35,Resolution,,Fire and Emergency Medical Services Major Changes Emergency Declaration Resolution of 2013,Tommy Wells,Main,9,Main Motion on Fire and Emergency Medical Services Major Changes Emergency Declaration Resolution of 2013,"["Tommy Wells"; "Vincent Orange"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,36,Bill,,Fire and Emergency Medical Services Major Changes Emergency Amendment Act of 2013,Tommy Wells,Main,7,Main Motion on Fire and Emergency Medical Services Major Changes Emergency Amendment Act of 2013,"["Tommy Wells"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,37,Resolution,,Personal Property Robbery Prevention Emergency Declaration Resolution of 2013,Tommy Wells,Main,9,Main Motion on Personal Property Robbery Prevention Emergency Declaration Resolution of 2013,"["Tommy Wells"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,38,Bill,,Personal Property Robbery Prevention Emergency Amendment Act of 2013,Tommy Wells,Main,7,Main Motion on Personal Property Robbery Prevention Emergency Amendment Act of 2013,"["Tommy Wells"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,39,Resolution,,Election Code Conforming Emergency Declaration Resolution of 2013,Tommy Wells,Main,9,Main Motion on Election Code Conforming Emergency Declaration Resolution of 2013,"["Tommy Wells"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,40,Bill,,Election Code Conforming Emergency Amendment Act of 2013,Tommy Wells,Main,7,Main Motion on Election Code Conforming Emergency Amendment Act of 2013,"["Tommy Wells"; "Jack Evans"; "Phil Mendelson"; "Marion Barry"; "Jim Graham"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,41,Resolution,,Capitol Hill Business Improvement District Emergency Declaration Resolution of 2013,Tommy Wells,Main,9,Main Motion on Capitol Hill Business Improvement District Emergency Declaration Resolution of 2013,"["Tommy Wells"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,42,Bill,,Capitol Hill Business Improvement District Emergency Amendment Act of 2013,Tommy Wells,Main,7,Main Motion on Capitol Hill Business Improvement District Emergency Amendment Act of 2013,"["Tommy Wells"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,43,Resolution,,School Transit Subsidy Emergency Declaration Resolution of 2013,Mary Cheh,Main,9,Main Motion on School Transit Subsidy Emergency Declaration Resolution of 2013,"["Mary Cheh"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,44,Bill,,School Transit Subsidy Emergency Amendment Act of 2013,Mary Cheh,Main,7,Main Motion on School Transit Subsidy Emergency Amendment Act of 2013,"["Mary Cheh"; "Muriel Bowser"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,45,Bill,,School Transit Subsidy Emergency Amendment Act of 2013,Muriel Bowser,Amend,7,Amendment re applicability date,"["Muriel Bowser"; "Anita Bonds"]",TRUE,FALSE,,,,,,,,,,,,,,TRUE
2013-07-10,Legislative Meeting,46,Resolution,,Chief Financial Officer Compensation Emergency Declaration Resolution of 2013,Phil Mendelson,Main,9,Main Motion on Chief Financial Officer Compensation Emergency Declaration Resolution of 2013,"["Phil Mendelson"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,47,Bill,,Chief Financial Officer Compensation Emergency Amendment Act of 2013,Phil Mendelson,Main,7,Main Motion on Chief Financial Officer Compensation Emergency Amendment Act of 2013,"["Phil Mendelson"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,48,Resolution,,Primary Election Date Emergency Amendment Declaration Resolution of 2013,Phil Mendelson,Main,9,Main Motion on Primary Election Date Emergency Amendment Declaration Resolution of 2013,"["Phil Mendelson"]",FALSE,FALSE,,,,,,,,,,,,,,WITHDRAWN
2013-07-10,Legislative Meeting,49,Resolution,,Delta Sigma Theta Way Designation Emergency Declaration Resolution of 2013,Jack Evans,Main,9,Main Motion on Delta Sigma Theta Way Designation Emergency Declaration Resolution of 2013,"["Jack Evans"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,50,Bill,,Delta Sigma Theta Way Designation Emergency Act of 2013,Jack Evans,Main,7,Main Motion on Delta Sigma Theta Way Designation Emergency Act of 2013,"["Jack Evans"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,51,Resolution,20-333,Change Orders Nos. 001 through No. 006 to Contract No. GM-10-DPR-0308B-FM Approval and Payment Authorization Emergency Declaration Resolution of 2013,Kenyan McDuffie,Main,9,Main Motion on Change Orders Nos. 001 through No. 006 to Contract No. GM-10-DPR-0308B-FM Approval and Payment Authorization Emergency Declaration Resolution of 2013,"["Kenyan McDuffie"; "Muriel Bowser"]",FALSE,FALSE,Y,R,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,52,Bill,20-330,Change Orders Nos. 001 through No. 006 to Contract No. GM-10-DPR-0308B-FM Approval and Payment Authorization Emergency Act of 2013,Kenyan McDuffie,Main,7,Main Motion on Change Orders Nos. 001 through No. 006 to Contract No. GM-10-DPR-0308B-FM Approval and Payment Authorization Emergency Act of 2013,"["Kenyan McDuffie"]",FALSE,FALSE,Y,R,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,53,Resolution,20-350,Extension of Time to Dispose of Hine Junior High School Emergency Declaration Resolution of 2013,Muriel Bowser,Main,9,Main Motion on Extension of Time to Dispose of Hine Junior High School Emergency Declaration Resolution of 2013,"["Muriel Bowser"; "Tommy Wells"; "Jim Graham"]",FALSE,FALSE,Y,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,54,Bill,20-352,Extension of Time to Dispose of Hine Junior High School Emergency Approval Act of 2013,Muriel Bowser,Main,7,Main Motion on Extension of Time to Dispose of Hine Junior High School Emergency Approval Act of 2013,"["Muriel Bowser"]",FALSE,FALSE,Y,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,55,Bill,20-352,Extension of Time to Dispose of Hine Junior High School Emergency Approval Act of 2013,Muriel Bowser,Amend,7,Amendment regarding the extension,"["Muriel Bowser"]",TRUE,,,,,,,,,,,,,,,TRUE
2013-07-10,Legislative Meeting,56,Resolution,,"Omnibus Work Readiness and Job Placement Services Human Care Agreements Approval and Payment Authorization Emergency Declaration Resolution of 2013",Jim Graham,Main,9,Main Motion on Omnibus Work Readiness and Job Placement Services Human Care Agreements Approval and Payment Authorization Emergency Declaration Resolution of 2013,"["Jim Graham"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,57,Bill,,Omnibus Work Readiness and Job Placement Services Human Care Agreements Approval and Payment Authorization Emergency Act of 2013,Jim Graham,Main,7,Main Motion on Omnibus Work Readiness and Job Placement Services Human Care Agreements Approval and Payment Authorization Emergency Act of 2013,"["Jim Graham"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,58,Bill,,"Omnibus Work Readiness and Job Placement Services Human Care Agreements Approval and Payment Authorization Emergency Act of 2013",Jim Graham,Amend,7,Amendment re Dates,"["Jim Graham"; "Marion Barry"]",TRUE,,,,,,,,,,,,,,,TRUE
2013-07-10,Legislative Meeting,58,Resolution,,"Omnibus Therapeutic Family Homes, Extended Family Homes, Residential Treatment and Case Management Services Human Care Agreements Approval and Payment Authorization Emergency Declaration Resolution of 2013",Jim Graham,Main,9,"Main Motion on Omnibus Therapeutic Family Homes, Extended Family Homes, Residential Treatment and Case Management Services Human Care Agreements Approval and Payment Authorization Emergency Declaration Resolution of 2013","["Jim Graham"; "Marion Barry"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,59,Bill,,"Omnibus Therapeutic Family Homes, Extended Family Homes, Residential Treatment and Case Management Services Human Care Agreements Approval and Payment Authorization Emergency Act of 2013",Jim Graham,Main,7,"Main Motion on Omnibus Therapeutic Family Homes, Extended Family Homes, Residential Treatment and Case Management Services Human Care Agreements Approval and Payment Authorization Emergency Act of 2013","["Jim Graham"; "Marion Barry"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,60,Resolution,20-367,"Contract No. GAGA-2011-C-0137 Option Year One Contract Modification Approval and Payment Authorization Emergency Declaration Resolution of 2013",David Catania,Main,9,"Main Motion on Contract No. GAGA-2011-C-0137 Option Year One Contract Modification Approval and Payment Authorization Emergency Declaration Resolution of 2013","["David Catania"; "Marion Barry"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,61,Bill,20-377,Contract No. GAGA-2011-C-0137 Option Year One Contract Modification Approval and Payment Authorization Emergency Act of 2013,David Catania,Main,7,Main Motion on Contract No. GAGA-2011-C-0137 Option Year One Contract Modification Approval and Payment Authorization Emergency Act of 2013,"["David Catania"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,62,Resolution,20-363,Contract No. DCPL-2009-C-0015C Modification Approval and Payment Authorization Emergency Declaration Resolution of 2013,David Catania,Main,9,Main Motion on Contract No. DCPL-2009-C-0015C Modification Approval and Payment Authorization Emergency Declaration Resolution of 2013,"["David Catania"]",FALSE,FALSE,Y,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,63,Bill,20-373,Contract No. DCPL-2009-C-0015C Modification Approval and Payment Authorization Emergency Act of 2013,David Catania,Main,7,Main Motion on Contract No. DCPL-2009-C-0015C Modification Approval and Payment Authorization Emergency Act of 2013,"["David Catania"]",FALSE,FALSE,Y,R,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,64,Resolution,20-364,Task Order No. DCKA-2013-T-0006 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Mary Cheh,Main,9,Main Motion on Task Order No. DCKA-2013-T-0006 Approval and Payment Authorization Emergency Declaration Resolution of 2013,"["Mary Cheh"; "Anita Bonds"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,65,Bill,20-374,Task Order No. DCKA-2013-T-0006 Approval and Payment Authorization Emergency Act of 2013,Mary Cheh,Main,7,Main Motion on Task Order No. DCKA-2013-T-0006 Approval and Payment Authorization Emergency Act of 2013,"["Mary Cheh"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,66,Resolution,20-365,Modification Nos. 2-9 to Contract No. DCKA-2011-R-0180 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Mary Cheh,Main,9,Main Motion on Modification Nos. 2-9 to Contract No. DCKA-2011-R-0180 Approval and Payment Authorization Emergency Declaration Resolution of 2013,"["Mary Cheh"; "Phil Mendelson"; "Vincent Orange"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,TRUE
2013-07-10,Legislative Meeting,67,Bill,20-375,Modification Nos. 2-9 to Contract No. DCKA-2011-R-0180 Approval and Payment Authorization Emergency Act of 2013,Mary Cheh,Main,7,Main Motion on Modification Nos. 2-9 to Contract No. DCKA-2011-R-0180 Approval and Payment Authorization Emergency Act of 2013,"["Mary Cheh"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,P,Y,Y,P,Y,TRUE
2013-07-10,Legislative Meeting,68,Resolution,20-326,Washington Teachers’ Union Voluntary Employee Beneficiary Association Fund Emergency Declaration Resolution of 2013,Phil Mendelson,Main,9,Main Motion on Washington Teachers’ Union Voluntary Employee Beneficiary Association Fund Emergency Declaration Resolution of 2013,"["Phil Mendelson"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,R,Y,TRUE
2013-07-10,Legislative Meeting,69,Resolution,20-327,Washington Teachers’ Union Voluntary Employee Beneficiary Association Fund Emergency Approval Resolution of 2013,Phil Mendelson,Main,7,Main Motion on Washington Teachers’ Union Voluntary Employee Beneficiary Association Fund Emergency Approval Resolution of 2013,"["Phil Mendelson"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,R,Y,TRUE
2013-07-10,Legislative Meeting,70,Resolution,20-329,Compensation Agreement between the District of Columbia and Compensation Unit 33 Emergency Declaration Resolution of 2013,Phil Mendelson,Main,9,Main Motion on Compensation Agreement between the District of Columbia and Compensation Unit 33 Emergency Declaration Resolution of 2013,"["Phil Mendelson"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,71,Resolution,20-330,Compensation Agreement between the District of Columbia and Compensation Unit 33 Emergency Approval Resolution of 2013,Phil Mendelson,Main,7,Main Motion on Compensation Agreement between the District of Columbia and Compensation Unit 33 Emergency Approval Resolution of 2013,"["Phil Mendelson"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,72,Resolution,20-335,Compensation Collective Bargaining Agreement between the District of Columbia Department on Mental Health and District of Columbia Nurses Association Emergency Approval Declaration Resolution of 2013,Phil Mendelson,Main,9,Main Motion on Compensation Collective Bargaining Agreement between the District of Columbia Department on Mental Health and District of Columbia Nurses Association Emergency Approval Declaration Resolution of 2013,"["Phil Mendelson"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-07-10,Legislative Meeting,73,Resolution,20-356,Compensation Collective Bargaining Agreement between the District of Columbia Department on Mental Health and District of Columbia Nurses Association Emergency Approval Resolution of 2013,Phil Mendelson,Main,7,Main Motion on Compensation Collective Bargaining Agreement between the District of Columbia Department on Mental Health and District of Columbia Nurses Association Emergency Approval Resolution of 2013,"["Phil Mendelson"]",FALSE,FALSE,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
